text	label
Why isn't this an outrage across the world?	0
So, as our left leaning brothers and sisters seek to destroy statues, monuments, and every vestige of American history from our fight to end slavery, oppression, and second class citizenship one question remains; when do we dismantle the Democrat Party? They are the party of the confederacy, slavery, KKK, segregation, Jim Crow, anti Civil Rights, the welfare state, and identity politics.  The Civil War was largely a war between Republicans & the Democrats in the South and North. I think its time to dismantle the organization of historic oppression.	1
"Why are conservatives on here always like: Im not racist, you are! Stop being a dumb, racist, shitty *racial slurs*! >:(

#parler #parlerusa #trump2020 #maga
#keepamericagreat #democrats #buildthewall #blacklivesmatter #politics #prolife #donaldtrump #joebiden #liberalismisamentaldisorder #liberalismisamentaldisease #liberalhypocrisy #liberallogic #gunowners #gunsofparler #gunssavelives #jesus
#lgbt #antilgbt #lockherup #lockherupalready
#whitelivesmatter #stopwhitegenocide #diversityisnotstrength #bluelivesmatter #backtheblue #backthebadge #ibacktheblue #boysinblue #webacktheblue #webacktheboysinblue #trumptrain #benshapiro #crookedhilary #whitehouse #conservative #constitution #freedom #potus #patriots #tuslarally #armedcitizen #juneteenthsaywhat #fakeracism #blm #saytheirnames #lesbian #sappho2 #antifa #antifadomesticterrorist #dems #nastybulldykelesbian"	1
This whole #WuhanCoronaVirus lock-down, stay-at-home, shut-down the American economy thing, is a bunch of CRAP based on faulty, incomplete, deceptive statistics from China, the WHO, the CDC, Dr. Fauci, and many others! What we clearly see now is MANY infections, FEW deaths!	1
I like John, but Loewy is a complete leftist	0
"Elon Musk TRIGGERS some filthy commies over PRONOUNS at Tesla
Elon Musk"	0
The Democrat Party Is Destroying America	1
Another thing that makes me go HMMM !I have observed that some of the casinos in Vegas will not serve lemons or limes in alcoholic beverages, supposedly due to COVID.Cmon Man I demand a slice of lime in my CORONA ,and I don't mean VIRUS.I also have to have a slice in my TITO'S/BELEVEDERE vodka,and soda.Alas I have found that the WYNN casino/sportsbook/poker room all provide this extremely important service. I might add that they serve the top of the line LIMES, not those dry old nags that I have been victim to previously.	0
Biden is a traitor, rapists, pedophile he and son! They sold us to every terrorists countryout there for billions!	1
My thoughts, Spying illegally, Russian collusion, obstruction, racism, white supremacy and now impeachment attempt. What's next after impeachment fails? Will this go down as the longest coup attempt in history? Will anyone be held accountable?	0
I WONDER WHO THE MOTORCYCLE BELONGED TO. THESE BRAINLESS RIOTERS SHOULD HAVE PAID ATTENTION IN SCHOOL. 1st THEY TRY TO STOP A VEHICLE BY STANDING IN FRONT OF IT. NOW A MOTORCYCLE. WHATS NEXT?	1
Trump 2020! 4 more years, bitch!	0
Demon crat criminals roam our streets freely beating, causing chaos, and costing lives...no action by the likes of Demon crat (and some Republican) Mayors and Governors. This conservative may spend 20 years in jail for posting a picture!! Wake up, Sheeple!!! They're coming for you next!!!	1
 Transition Team Begins Installing Life Alert Buttons Throughout White House | The Babylon Bee	0
"As an American, it saddens me that we have come to this every day I open Parler and some other loser republican is trying to fuck us around 
I'm so mad I can not express it Sasse Gram and the rest if I see them I would fucking punch them how can they work so hard against us I'm done I will not support them they can all hang for all I care anymore, even one of my own looser Senators Mr. Cornyn is not fit to be called a Texan he is a useless bag of skin. I hope they all get what they deserve and that is Death for betraying our country for giving all of our money away to other countries and not loving this Great country."	1
Michigan County Commission Backs Gretchen Whitmer Impeachment	0
Time to start making these traitors famous	1
International Family Graft not limited to Biden family, the Pelosis feed from this dirty trough as well...	0
Well considering our AG is a black republican who regularly sues the Democratic politicians...Ill bet he wont charge the cops in the Brionna Taylor case just to stick it to them 	0
Shes freakin nuts. Good choice for the dumbocrats	1
LeBron James is the running dog for Xi. He is a traitor to the black community by supporting the mob & selling his soul to the demons.	1
So are our leaders gonna let this Marxist group ruin our country? Are we gonna let them ruin it?	1
"I try posting this in yt... but the comment is automatically remove.
Psychologist diagnosing TAS/TDS (Trump anxiety/derangement syndrome) is similar to every jews in WW2, every Uighur in China, and every pro-democracy in Hong Kong being diagnosed with ODD(Oppositional Defiant Disorder) #TECHTYRANTS"	1
Mueller Team Shoots Down Wolff's Claims of Trump Indictment Draft	0
Drug Prices Index Falls Fastest Since 1960s Thanks to Trump, His Economic Advisers Say.	0
#liberallogic hairy armpit and bloody Jean wearing brain washed baby killing liberal women want equality without working for it......I'm all for this experiment, let's try integrating the prison systems since there is no gender.....I volunteer them to prove their point. #maga #trump2020 #liberalismisamentaldisorder	1
The Left is disgusting, intolerant and ignorant. #Democratsaredestroyingamerica #cancelcancelculture	1
  I cant imagine what they would be saying right now... knowing that our previous First Lady is a hidden tranny and his husband is a treasonous terrorist!   If you want to help Expose Corruption, Follow my page and Echo my other posts too! @XPSD #obamagate #michelleisaman #barrackhusseinobama #parler	1
I DON'T BELIEVE ANY WORDS ARE NEEDED TO EXPLAIN THIS... MESSAGE IS CLEAR!	0
Destroying the US. HE is a domestic terrorist.	1
BARR REPENTS! CHANGES COURSE; BACKS TRUMP! GRENELL DUNKS AT THE BUZZER ON THE DEEP STATE!	0
God Bless you Rush Limbaugh!! Merry Christmas!!	0
"FACT: Ever since the day in 2015, When AIR FORCE II/VP Biden/Hunter Landed in Kiev, This ""Biden"" Laptop Proves Everything The Biden's Have Done, Including A Sitting VP, Committed Crimes of Treason, Bribery, Extortion & Conspiracy To Commit Fraud Against America! The VP Sold Out Our Country For Profit & Personal Wealth! Actual Video Proves This! There is Direct Evidence, The OBAMA WH, John Kerry Knew of This, Warning Biden, Their Serious Concerns of a ""Conflict of Interest!"" (To Put it Mildy!) FACT: If The Senate & The Justice Department Doesn't Follow Through With Prosecution NOW, All These Crimes Will Again Only Become A Narrative Story As A Source, To Post Complaints About! DO SOMETHING ABOUT IT! NOW! THE CITIZENS DEMAND IT! HOW CAN BIDEN STILL BE ON THE BALLOT, WHEN HE SHOULD BE IN CUSTODY? @Devinnunes @SenRonJohnson"	1
"I think with all the #BigTech going all in on Leftist censorship, we'll need to find / develop alternatives.

Some options we could pursue (outside of already being on Parler).

1) Use Linux operating systems instead of Windows / OSX
2) Use Firefox / Brave browser instead of Chrome
3) Use Bitchute.com instead of YouTube (may be more out there but I've used them and they are committed to #freespeech)
4) Develop and produce a mobile os that isn't linked to Google or Apple. Linux may have options for that too.

We got to fight back in this culture war. Don't rely on the government to regulate Big Tech to make things right (it tends to only make things worse)."	0
"Alcohol kills about 88,000 people every year. EVERY YEAR!

Yet liquor stores are essential and must remain open."	0
"THE DONALD JUST MENTIONED 540
WANT TO KNOW WHAT DROP 540 SAYS?!
HERE YOU GOT IT READY?..."	0
Coronavirus - The Controlled Demolition of a Thriving Economy and the Attempted Take Down of a President - Praying Medic	0
"Another delusional coke-head...

#parler #truth #usa #canada #alberta #stopblm

MSNBC's Joy Reid: ""There is absolutely zero, none, zero evidence that Black Lives Matter has ever pushed for anything violent, pushed for anything violent to happen to police..."""	1
INSANITY: Wash. State Came One Vote Away From Releasing Green River Serial Killer So He Wouldnt Get	0
KY governor makes an UNconstitutional promise to FAVOR blacks (	0
"If @realDonaldTrump isnt re-elected then #America will fall

If #America falls then the world will fall

We will become barely functioning slaves

There will be war"	1
"Why are you here if you hate this country?

Black women die more in childbirth than white women because of obesity not systemic racism

You stupid bitch

#parler #parleruk #parlerusa #parlerksa"	1
VERY VERY EXCITED!!! I JUST BOOKED MY TRIP WITH MY HUSBAND TO MARCH ON WASHINGTON ON NOVEMBER 14th!!!! PLEASE JOIN US AND SUPPORT PRESIDENT TRUMP AND SHOW HIM WE ARE FIGHTING TO KEEP ON WINNING WINNING WINNING!!!	0
I get that kilts are for men but those are Irish kilts. Those look like skirts. You can't tell me these Poor Boys aren't confused a bit. I mean I really think that some are funding this through onlyfans and gay cam sites.	1
Demcorats are in full on terrorist Mode trying to keep this country divided, out of work and uneducated! STOP VOTING DEMOCRAT, SAVE AMERICA	1
"Whether he is fighting for reelection or fighting for the American people...

I LIKE A PRESIDENT THAT FIGHTS...!!"	0
And I'm sure you have made billions several times over building things with a all that super intelligence you have. Just in case you didn't Know Trump's uncle and mentor was a Quantum Algebra Professor. Do not underestimate the Intelligence of The Donald!	0
"Interesting...

Due to the irregularity of this current 2020 Presidential Election, this is a crowdsourcing tool for organizing anomalies and legal issues. Our desire is that more of the election process would be made transparent so there would be unquestionable confidence in our voting systems"	0
"Hello everyone, I am new to Parler. If you read my bio you know I own my own business. Pure Romance. We sell bath, beauty, health, wellness, bedroom accessories and we also have a mens line of bath and beauty products. I am here for all of your needs. 
If you need access to my website send me a message. Im also on FB, Twitter and IG"	0
Where are the protest for the hate crimes these black ppl are now killing trying to kill little white kids???? Wtf??? And he's getting away with it??? REALLY???.. UNJUST...... THIS PISSES ME OFF.	1
Breaking down Law & order for CHOSEN democrats-- VILE, communist & disgusting	1
I really dont get these wackos. All hope for democracy. These skanks ass punk bitches dont understand the word.	1
Democrat Border Town Mayor Freaks Out Over GOP InactionAs Illegals Overwhelm City | Zero Hedge	0
"Imagine being THIS STUPID...

Isnt it funny how they conducted a poll on Democrat voters and more people voted against Donald Trump than FOR Sleepy Joe? They want us to stop calling them fake news but then they say stupid shit like that."	1
Cuomo needs to be impeached.!!!!!!He is absolutely drunk with power. What next? Get on the bus to your new ghetto? How can we get this done?? He is going to turn NYS into a third world state if we dont do something now to get him out. Two more years and he can do a lot more damage than he has already done.	1
I cAn'T bReAtHe 	0
ADAM SCHIFF SHOULD BE CHARGED WITH OBSTRUCTION !!!!!  HE IS OBSTRUCTING HIS PASSING BY CONTINUING TO BREATH !!! THIS NEEDS TO END !!!	1
Lets be frank...out U.K. Supreme Court tried to fuck us out of Brexit completely unconstitutionally...so if #SCOTUS gives this election to Trump Ill call that a draw.	0
She got the fattest pussy that i seen thus far.	1
"Those demons know who theyre looking for...theyve always known, it was we who were walking around clueless!

They scheme~always, We just live, never trying to take something for nothing, trying to treat everyone as we wish to be treated, we are then always playing defense. 

Theyll always be scheming for a win...always!
But someone should inform them, weve already won! Theyre #Losers forever & until the end of time!

Good ALWAYS Beats Evil! 
It ALWAYS Has & ALWAYS Will!"	1
Tyranny Rising Using COVID Behind the Old Iron Curtain | Armstrong Economics	0
"HOW ARE THE JUDGES ABOVE THE LAW 

 REMOVE THIS BITCH"	1
Yay! Their best and brightest terrorist are deader than doornails! Losers! Yay Jerusalem and Golan Heights and Israel! We back winners not filthy dog losers!	1
California Medical Association Officials Among the Maskless Guests Who Joined Gavin Newsom at Swanky Birthday Dinner	0
The CIA Versus The Kennedys	0
You Can Pay Off Your Loans Today 	0
Demonstrate against this your a racist  protest for sharia and Islamic rule in the very country you was born .the very country that housed you the very country which has let 77% of your woman survive off government handouts and you stand up against it guess what you are ? You are branded as a racist  this country needs to find its bollocks and stand up to this very real and imminent threat 	1
"Lockdown is actually a power grab by the globalists using their puppet governments as the nationalists are awaking and rising across the world to take back our countries and save our cultures
Casedemic justified lockdown must end. Time to take our freedoms back."	1
"U.K. TALK RADIO - EXPERIENCING EXACTLY WHAT WE ARE 
GOVERNMENTS AND MEDIA are manipulating people through FEAR to respond to Covid AS IF its the Bubonic Plague WHEN it is ANYTHING BUT ! 

The propaganda is UNTRUE and INSANE ."	0
JOHN'S BAPTISM AND NEW COVENANT BAPTISM	0
The Media Should Not Have 'Called' This Election	0
Brian Stelter Called Out For How He Praised Obamas Cuba Visit VS Trump In North Korea	0
AMERICA MUST END TRADE RELATIONS WITH COMMUNIST AND MUSLIM COUNTRIES. IMPOSE AN EMBARGO ON ALL THAT WANT TO DESTROY AMERICA !!!!	1
SOROS AND OBAMA CAUGHT IN UKRAINE CORRUPTION  George Soros Just Caught In One The Most Sickening Scandals In American History  Sons of 1776	0
"YESSS!!!!!!!! Do it!!!
Nail those bitches and make it IMPOSSIBLE FOR THEM!
What did maxi pad say?
Push back, harass them, form a crowd and get up on them, tell them they are not welcome...at the gasoline stations, the restaurants and the grocery stores....
All of their words will haunt them...guaranteed!

New York GOP congresswoman-elect reveals interest in forming House anti-socialist 'Squad'

Explore the Fox News apps that are right for you at"	1
Google is Unfair:	0
This is what islam brings. Look through out history every where islam has gained a foot hold and becomes the majority brings nothing but death,destruction and submission. So why are Islamist in America a class of their own. Protected like no other from the left? They represent everything they are agaisnt. #maga #donaldtrump #buildthewall #mypresident #taqiyah #shariahlaw #republican #draintheswamp #conservative#l_i_c_ #makeamericagreatagain #liberallogic #americafirst #trumptrain #triggered #presidenttrump #snowflakes #trump #religionofpeace#liberal #democrat #politics #liberalismiscancer #true #conservatism #rightwinged	1
Black lives apparently don't mean anything to the ignorant and arrogant racist Hakeem Jeffries - D, either. POS! Another leftist bottom feeding parasite!	1
Isnt is amazing that Mexico is more willing to work with Trump to stop illegal immigration than the Democrats are?	0
If you can show me one NFL player that is oppressed or was ever oppressed I might care. Today is not that day and I will not be watching these overpaid and overhyped men play a game.	0
We all need to FOLLOW GOD AND ONLY GOD NOONE ELSE HE IS OUR TRUE ONE AND ONLY SAVIOR PRAISE HIM REJOICE HIM ITS NOT TO LATE QUIT FOLLOWING SATAN AT ALL COSTS GODS BEAUTIFUL HES THE ONLY WAY FOR ETERNAL LOVE AND LIFE PRAY EVERYDAY TEACH YOUR KIDS TO LOVE AND PRAISE GOD READ YOUR BIBLES WE ARE IN BIBLICAL TIMES HOPE EVERYONE HAS A BLESSED DAY !!!	0
Pete, come to News Max and get the hell away from Jedidiah, the fucking idiot. One more idiot on Fox. Arguing with her makes you look bad	1
Are they serious???  Times up for Time Magazine..  now we Adonize CHEATERS!	0
"I don't know who needs to hear this, but:

1 humans can only be born male or female;
2 Kamala Harris is a liar; and
3 Donald J. Trump is still the president. "	1
Keep this out of your state...your parental rights are being USURPED... Patriots...you are the only thing standing between Freedom and Medical Parent Rights!!!! This aims to Ensure Parents are just a Go Around	0
Illegal Alien Dems Used To Attack Trump Was Actually Deported Under Clinton, Flagged Under Obama	0
Katrina Pierson Explains Why John Kelly is the Target of Unfair Media Attacks	0
 Those who are waiting for the coast to be clear in order to speak the truth about Islam and to draw Mohammad, are parasites who are relying on others to clear the coast.	1
Biden's America: DHS Officials Warn of Surge in Illegal Border Crossing in Anticipation of Biden Presidency	0
"
#Leftunity #ancom #anticapitalist #antifascist #antiimperialist #communism #socialism #sra #cooperation #blm #blacklivesmatter #bluelivesmurder #acab #thinblueskin"	0
President Donald J. Trump Launches Closing Television Ad Highlighting Strength of the American People	0
"Denver Defends Sanctuary Policy After Arrest of Hit-And-Run Killer Already Deported Six Times #realDonaldTrump via 
@SentinelWdc

Expect the expected. Every liberal Demoncat city and state government has been infiltrated by La Raza Latinos loyal to Mexico.."	0
And the left wants to call themselves The party of peace yeah.. sure and Im Rudolph the red nosed reign deer 	0
The democratsmarxists are shamelessly withholding financial aid from the cash strapped Americans.	0
God I am so ashamed of this country they are happy to have elected a prostitute and a pedophile to the highest office in the land and have no clue what what it means. They just guaranteed we'll never have a fair election again. and they are too under educated to understand there stupidity has concequences,	1
"Disgusting assholes like this are setting our 'moral code' now?!?!

Where in hell are POLICE? Local gov't? Oh, I FORGOT - they're SUPPORTING this appalling destruction of our nation's history!"	1
Communism is a unique type of evil because in a Marxist revolution after the mass murder of landlords and owners comes the mass death of the working class	1
Here it is....more killing of the elderly....	0
"More
THE JIHAD SQUAD. If you don't agree with their Socialist ideology/agenda, you're racist.

It's what happens when you don't vote red. 

Vote Red in 2020! Vote #Trump2020!"	1
"Complicated and confusing... 

Law Prohibits Pence From Accepting Electoral Votes From Fraudulently Certified States  Constitutional Lawyer"	0
I guess she's lucky to be still alive.	0
Eagles of the World...	0
"Most major American city governments have been run by liberal Democrats for decades, and most of those cities have large black sections that are essentially dysfunctional anarchies. Cities like Detroit are overrun by gangs and drug dealers, with burned out homes on every block in some areas. The land values are so low due to crime, blight, and lack of economic opportunity that condemned homes are not even worth rebuilding. Who wants to build a home in an urban war zone? Yet they keep electing liberal Democrats -- and blaming ""racist"" Republicans for their problems"	1
"Lock Shields 
F A I T H"	0
"What a Joke!!!
Joe Scarborough Says Biden Should Nominate Hillary Clinton To SCOTUS"	0
"Its been a MONTH.
THIS SHIT HAS TO STOP"	0
There are only two genders and the rest are mental illnesses	1
... And Kamala Harris who was not born in the USA and therefore cannot be President will not know it or it's God Government orientation to our nation and our beloved Constitution! God Government! God Judgment! The United States of America Republic is the Kingdom of God! America Forever! Israel Forever! God Freedom! God Liberty! God Truth! God Victory!	0
"When China has Porn Tapes of your Son
You cannot become President of the United States
It is a Security Risk to America"	0
"The magnitude of arrogance displayed by this Chinese elitist, so pleased that their American lackeys are going to take over the whitehouse and the reigns of power again. 
America. We have been had. Super manipulated by hook, crook and any means necessary to prop up puppet Biden. 
FIGHT LIKE A FLYNN!!!
FIGHT FOR TRUMP!!!!!"	1
"It begins: Zuckerberg and Dorsey called back to face Congress over charges of election censorship

ECHO ECHO ECHO!!!!!! Make this go viral!

Stand With President Trump

#Trump2020LandslideVictory #Trump2020Landslide #Trump2020 #TRUMP2020ToSaveAmerica #AmericaFirst #VoteRed2020 #VoteRedToSaveAmerica2020 #VoteRedToSaveAmerica #RedWave #RedWave2020 #WeThePeople #1A #2A #2AShallNOTBeInfringed #NRA #USA #PJNET #AllLivesMatter #StandUpForAmerica #TrumpRally #TrumpRally2020 #SCOTUS #SupremeCourt #PromisesMadePromisesKept #PromisesKept #stopthesteal #StopTheCoup #4MoreYears #FourMoreYears #AuditTheVote #AuditTheElection #AuditTheBallots #LegalVotesOnly #CountEveryLegalVote #DeclassifyEverything #DominionVotingSystems #GodWins #HoldTheLine #echo #viral #Trending #Trend"	0
"They can call them ""Africans"" but they are Moroccan Muslim Arabs."	0
LIVE: MIT PhD Analysis of Michigan Votes Reveals Unfortunate Truth of U.S. Voting Systems. Dr.SHIVA	0
"Who Are The Proud Boys? | Clarion Project

I dont know anything about clarion project. Article is very deep."	0
Stop spreading Rush Limbaugh's lies. The Democrats are not the party of the KKK! #VoteBiden	0
Dark Web Child Pornography Facilitator Pleads Guilty to Conspiracy to Advertise Child Pornography | OPA | Department of Justice	0
Hahaha. What a dumb ass. Tried to rob a store in Houston and got himself locked in a cage until Police arrived. And he discharged his firearm during a robbery attempt. Isnt that like mandatory 10 years?	0
"I like this idea second to mass deportation....

If you come here from another country or are born to migrants & ANY FAMILY MEMBERS BREAK THE LAW....

The ENTIRE SHIT & CABOODLE OF YOU & YOUR RELATIVES ARE THROWN OUT.
NEVER TO RETURN.

NO EXCEPTIONS...
NO EXCEPTIONS!!"	1
JFK...Bill Clinton... HELL JOE BIDEN IS GOING TO TAKE IT ALL TO A NEW LEVEL.... AND HE IS NOT HIDING IT... AND CRIPPLED UP JILL CAN NOT STOP IT...	0
"Empirical evidence shows #DonaldJTrump gained the most minorities in votes than any Republican in history.

He has changed the face of America and this party. He is the leader of the #RepublicanParty and if @GOPChairwoman @AZGOP @senrandpaul @SenMikeLee @RepMattGaetz want to change that if the #Demonrats #subvert our #election and take power as a #dictatorship in 4 years by law we will re-elect #PresidentTrump again or we will change parties with him and the #RNC will be left on the ash heap of history.

@Timcast"	0
"We are all #AlexJones. 
#MAGA #InfoWars #PrisonPlanet "	0
"Best Comment! (2 long so chgd lil)

""What about the rest of the lives, don't they matter just as much?
Or is it just because I'm white I'm expendable?
No life should be pushed aside to put another life above it. No matter what race they are.
It makes no difference who you are, where you are or what you are. WE ARE ALL EQUAL. You are no better than I nor am I better than anyone else.
I agree that black people have gotten the short end of the stick at times but things have changed down through the years to allow changes to the way minorities are treated.
But there are those who no matter how good things are for them they'll still bitch and gripe about everything! Those are the ones who riot and destroy our neighborhoods. Those are the ones that it is still not good enough. Those are the trouble makers. They start the trouble then go hide while we all get screwed until they come back out to do it again.
Listen to ur own hearts not some radical asswipe who won't stand beside you."""	0
"Wait wait wait, so Kathy Griffin can Tweet the Presidents bloody head & Madonna can say she wants to ""blow up the White House"" but this man gets arrested for a Tweet against the WV Governor!? I'm sick to my stomach! Not that I condone this kind of speech, but lets try to be fair here. The fuck is happening to my country!?"	0
#Iran officials admit having failed in containing the #COVID19 outbreak	0
"PineGap
@Derekgreaser
@blocked
@Earlytom
@Goldygirl
@Cudda6
@Wejoly
@Jerztarheel
@Natannrn
@Saywhatnow049925133731
@TinySmidgen
@Annebecker71
@Salomon
@Cohen_ronald
@OldFrenchy
@markoho
@ConradAustralia
@Britishandnotashamed
@Patitude
@TruthLives1
@blocked
@KatrinaRogers12
@MaggieK
@TomTerrific978
@Lbkcwalker
@Lelagle
@BTLeveque252
@Djgt517
@gbaltrusch1
@Steveondreako
@NCDeplorableNC
@Samauritan
@dawn4trump
@grafbar
@CarlosRC
@theLINWOOD
@JgB91Christ
@Mad0mac64
@JRaliegh53
@Robbtruthe
@GlennRea
@Leticiaswanson
@RIPAshliBabbitt
@robharris44
@Paul525252
@DeniseScott
@AmyQ
@Wtex123
@PreacherMerrick
@ConservativeeMaga
@RealPatriotsOnly
@MAGAlbd
@DAWGFORTRUMP
@WittyAmericanPatriot
@blocked
@blocked
@Marcg1957
@WickedGood
@TXHayMan
@Layla07122
@TrumpGuardForce
@JasonHarmon
@blocked
@Knarf
@blocked
@Zep4
@PaulTC
@Balton424
@geoffman
@QArmy1777
@MorosePittbull
@KellyTemanson
@Scagle1911
@DoNaLdCrUnK
@Manu244x
@armand75
@RicRay
@derry30
@Fishaman09
@TrumpWonBigTimeFraud
@IslandBoy
@BatMinion"	0
YAY! THE PANDEMIC IS OVER!	0
Nevada: Trump Campaign Says Clark County Registrar Joe Gloria Hiding From Subpoena Service	0
"If they had fact checked the Democrats their convention would have taken weeks. Everything out of their mouths were lies

Progressive Groups Urge TV Networks To Tape-Delay GOP Convention  So They Can Fact-Check Everything!"	0
"You Dumbledorks are offending by everything..

Weak.. mentally weak.. you will not last"	1
"Loomer, who is Jewish, said she feels a strong sense of connection with her faith. 

Her grandfather, the late Harry Loomer, was a pioneering psychiatrist who was born in Brooklyn and earned his medical degree in Vienna, where he witnessed the Nazi annexation of Austria in 1938 and was arrested by the Gestapo only to be released when the U.S. consulate intervened."	0
tHE DEEP STATE ATTACK BY CDC FUCI WHO UN GLOBAL IMF BANK BIRTS CHINA !!! YOU STUPID FUCKING AMERICANS AND MEDIA THE ENEMY. THE FUCKING TEOORIST ARE IN THE DEMOCRAT /RHINO UNI PARTY	1
Fucking White Liberals just want to keep Africans around so they can keep their pets. They dont want blacks to be in control of their own destiny, they want to keep them around for the sole purpose of acting holier than thou.	1
PRAGER: We Go From Hysteria To Hysteria | The Daily Wire	0
"I'm already sick of the lying media pretending Biden is the President elect. He's NOT. That's a fact.
How will these lying turds walk this back if President Trump pulls this out?"	1
REPORT: Romney pleads with Trump to leave Joe Scarborough and ex-staffers widower alone... What is wrong with you Romney...you dont ignore a possible murder!	0
CHINAS LADY OF THE NIGHT CUNT	0
Part 2: Take no thought for the situation, beloved. The things that are seen are temporal and changeable. The things that are not seen are eternal and immutable  without change. The unseen realm of My kingdom resident within you rules over every outward situation and circumstance. The evening and the morning bow in total submission to My plan for your life. Everything contrary to My thoughts and destiny chosen for you before the foundation of the world evaporates to nothingness as you recline on My bosom and suckle on My faithfulness. Know this as your most basic entitlement and as a blood-bought child of the Most High. Just roll over on your back in the river of life and let the current of My goodness and favor take you where worry and anxiety will never go.	0
"DemocRats:
 
Words: racism is bad
Reality: hiring people only because they are black (otherwise they will be lambasted for having only one black person instead of required multiple of them) 

#wokeculture #democrats #hypocrisy"	0
Of course postal workers are human and the ones who may be left of center of course do things the ones right of center wouldn't usually do. Were any rught wing postal workers stealing Obama signs???? Seriously if you have proof of right wing postal workers stealing Obama signs please share.	0
Trump Campaign Banned From EMAILING Supporters After Being Suspended By Mail Service Provider	0
G. Edward Griffin explains how, since at least the 1920s, communists have had plans to use racial agitation, violence, & socialism for communist revolution in America	0
IRRITATING BRITISH LEFTY RETRACTS STATEMENT WHEN THREATENED WITH A COURT ON AIR.	0
"Yes, that is how they do it, when the Guinee pigs fall like flies they can simply stand back and watch their master plan fall into place for total forced population control.... Lot of Evil Bastards.

The Brainwashed and Uneducated will fall over their own feet in the battle for this hoax poison....

How NOBLE of them......"	1
More civil disobedience. Less following the rules. Which are penned by psychopaths. Enforced by idiots. And signed into law by demonically possessed pedophiles. Who drink human blood, consider murder a sport & worship at the foot of a 40-foot stone owl. You can do better than that.	1
"Trump-Ukraine Whistleblowing Scam Meant to Freeze ANY investigation of... via @YouTube

Joe Biden running for President what a joke.!!

@DNC YOU SEEM TO HAVE A LOT OF DIRTY POLITICAL LAUNDRY .!!

@TheDemocrats clean out your SWAMP or remain losers."	1
Did they raise the money or steal it from everyone who donated for a good cause?	0
A kid at 12 taking hormone blockers, this is child abuse! What does a kid know about transgender? Very sad, parents are stupid and should know better...	0
@Sara123 You need to slow down girl!! You are going to be the James Woods of Parler!! Then you won't even remember us lowly people anymore. Remember me and Scully???	0
Job discrimination: 1 in 5 wont hire Trump supporters	0
Federal Judge Orders Sanders, Others To Be Reinstated On New York Primary Ballot After Gov. Cuomo Cancelled It - Conservative Brief	0
When you're Right the Left goes crazy!	0
We voted for @realDonaldTrump because He is the only one addressing the impact of Illegal immigration on #USA Citizens and well do it again in 2020 and FYI the Economy is a BONUS #Winning! #KAG	0
Woman suspected of sending ricin laced letter to Trump is arrested #Anonymous #politic #memes #meme #NWO #Freedom #Lulz #Pedophiles #DoughFord #SexSlaves #BadPolitics	0
"And the American people have picked [@realDonaldTrump][realDonaldTrump]! Thank you, Amy! 

Donna Mc Daniel 
Amy Klobuchar 
@amyklobuchar 
The people pick the President; the President nominates the Justice. That is how it works.

[realDonaldTrump]:"	0
"The DemocRats are an example of what happens in Public failing Schools.
Demand School Choice! You cannot fix liberally run schools, cities, or states.
School Choice is the only choice!"	0
SEE WHAT I MEAN? THIS IS THE GREAT RESET, WE ARE BEING PLAYED BY POLITICS....	0
love this Nickleback	0
Go Fuck yourself Joe Scarborough .. you communist fuck. Always wanted to say that lol	1
The leftist doesnt hate POTUS they hate the pratriotism, conservatism, law and orders and Jess Christ.	0
"WHEN IS THE LAST TIME, 
IF EVER,
that you heard any

Democratic Party Member
Democratic Party Supporter
Libtard
blm CRYBABY
antifa punk
Spoiled Pro athletes
Hollywood Elitists
Socialist Democrat

CHANT
USA #1
or 
USA USA USA!

You can have all the time in the world to think about it!"	0
"Wolves prowl in sheeps clothing seeking the destruction and perversion of men and righteousness. Be on guard folks.

#pray #christian #truth #blessed #riseup #maga #church #watch #look #listen #hope #bible #important #fraud #elections #ballotcounting #pandemic #pentagon #presidentialrace"	0
'The View' host Sunny Hostin says blacks are 'props' for GOP. Black civil rights attorney cuts her down. - TheBlaze	0
I just read a comment from a liberal on my Friends Facebook. He stated that Parler was for racist Trump supporters to vent their hate.. that actually sounds like Twitter and liberals to me	0
Times up Dems Nationwide, you dont matter to us at all. Your About to see an azzkicking weve had it. Remember others put you in We will remove you! Trump 2020 MAGA KAG MFers. You can run but you cant hide. NO ONE GETS A FREE PASS.	1
So my Nordic/Celtic blood makes me a savage? Fine be me. #savage #freedom	0
Up to 61 days since Donald J Trump won the Presidential election.  Thats 61 days of me rejoicing because he is indeed, my President. And 61 days of me knowing that there isnt a damn thing the less fortunate insignificunt libtard twats can do about it. #LIBTARDSARECANCER  #CONSERVATIVESARETHECURE 	0
Iranian women killed by regime armed forces in Iran protests - Revolution Jaune	0
Trump Calls Out Cancel Culture, Lefts Totalitarianism	0
Undemocratic? This idiot Romney you are an UnRepublican, UnAmerican, unintelligent piece of trash.	1
American Patriots 	0
